,month,day,Date,Class,Lat,Lon,Max wind,Min pres,SST,UWND,VWND,rhum,airtemp,unique-key
0,6,2,1200, TD,21.7,87.1,20,1005,27.51,-4.149993896000001,1.580001831,78.38000488,300.0800171,            ALBERTO-1982
1,6,2,1800, TD,22.2,86.5,25,1004,28.15,-4.149993896000001,1.580001831,78.38000488,300.0800171,            ALBERTO-1982
2,6,3,0, TD,22.6,85.8,30,1003,27.47,-1.160003662,7.429992676,82.72999573,300.39999389999997,            ALBERTO-1982
3,6,3,600, TS,22.8,85.0,40,1001,27.0,-1.160003662,7.429992676,82.72999573,300.39999389999997,            ALBERTO-1982
4,6,3,1200, TS,23.2,84.2,50,995,26.99,-1.160003662,7.429992676,82.72999573,300.39999389999997,            ALBERTO-1982
5,6,3,1800, HU,24.0,83.6,75,985,26.99,-1.150009155,8.75,84.33000183,299.4599915,            ALBERTO-1982
6,6,4,0, HU,24.8,83.4,65,992,27.49,-0.38000488299999996,6.339996338,84.47000122,299.2799988,            ALBERTO-1982
7,6,4,600, TS,24.9,84.1,55,998,27.699999,-1.729995728,1.770004272,78.19999695,299.53997799999996,            ALBERTO-1982
8,6,4,1200, TS,24.9,84.8,45,1002,26.57,-1.729995728,1.770004272,78.19999695,299.53997799999996,            ALBERTO-1982
9,6,4,1800, TS,25.0,84.2,40,1005,27.55,-1.729995728,1.770004272,78.19999695,299.53997799999996,            ALBERTO-1982
10,6,5,0, TD,25.1,84.1,30,1007,27.14,0.49000549299999996,0.619995117,78.99000549,300.69000239999997,            ALBERTO-1982
11,6,5,600, TD,25.2,84.0,25,1008,27.099998,0.49000549299999996,0.619995117,78.99000549,300.69000239999997,            ALBERTO-1982
12,6,5,1200, TD,25.3,83.9,25,1009,27.099998,0.49000549299999996,0.619995117,78.99000549,300.69000239999997,            ALBERTO-1982
13,6,5,1800, TD,25.4,83.6,25,1010,25.869999,1.919998169,4.970001221,81.11000061,300.4100037,            ALBERTO-1982
14,6,6,0, TD,25.5,83.3,25,1010,25.439999,2.8099975589999997,1.380004883,77.72000122,301.17999269999996,            ALBERTO-1982
15,6,6,600, TD,25.5,83.0,25,1010,25.31,2.8099975589999997,1.380004883,77.72000122,301.17999269999996,            ALBERTO-1982
16,6,6,1200, TD,25.5,82.6,20,1010,25.81,2.8099975589999997,1.380004883,77.72000122,301.17999269999996,            ALBERTO-1982
17,8,28,1200, TD,13.7,22.2,30,1008,26.0,-2.570007324,4.13999939,98.0,297.0,              BERYL-1982
18,8,28,1800, TS,13.9,22.7,35,1006,26.849998,-16.05000305,0.13000488300000002,95.55999756,297.35998539999997,              BERYL-1982
19,8,29,0, TS,14.1,23.6,35,1005,27.039998999999998,-5.740005493,7.959991455,98.0,299.0800171,              BERYL-1982
20,8,29,600, TS,14.5,24.9,40,1003,26.22,-8.059997559,4.5,98.0,298.0499878,              BERYL-1982
21,8,29,1200, TS,14.9,26.3,45,1002,25.47,-10.55999756,-2.160003662,94.45999146,298.61999510000004,              BERYL-1982
22,8,29,1800, TS,15.3,27.7,45,1000,25.75,-10.55999756,-2.160003662,94.45999146,298.61999510000004,              BERYL-1982
23,8,30,0, TS,15.7,29.1,50,999,25.66,-7.830001831000001,0.559997559,94.31999207,300.9599915,              BERYL-1982
24,8,30,600, TS,16.0,30.6,50,998,25.75,-7.830001831000001,0.559997559,94.31999207,300.9599915,              BERYL-1982
25,8,30,1200, TS,16.3,32.1,50,996,26.189999,-13.1000061,-3.2200012210000004,88.41000366,300.98999019999997,              BERYL-1982
26,8,30,1800, TS,16.7,33.6,55,995,25.42,-13.1000061,-3.2200012210000004,88.41000366,300.98999019999997,              BERYL-1982
27,8,31,0, TS,17.0,35.0,55,993,26.029999,-8.880004883,1.669998169,94.88000488,299.89999389999997,              BERYL-1982
28,8,31,600, TS,17.2,36.4,60,992,26.349998,-10.88000488,-6.540008545,93.1499939,299.6699829,              BERYL-1982
29,8,31,1200, TS,17.7,37.8,60,991,25.949999,-10.88000488,-6.540008545,93.1499939,299.6699829,              BERYL-1982
30,8,31,1800, TS,18.0,39.0,60,990,26.33,-12.22999573,-10.22000122,87.58999634,299.76000980000003,              BERYL-1982
31,9,1,0, TS,18.3,40.0,60,989,26.109999,-5.0200042719999995,9.630004883,96.45999146,295.89001460000003,              BERYL-1982
32,9,1,600, TS,18.6,40.9,60,998,26.17,-5.0200042719999995,9.630004883,96.45999146,295.89001460000003,              BERYL-1982
33,9,1,1200, TS,18.8,41.7,60,998,26.18,-10.61999512,2.919998169,92.69999695,294.7999878,              BERYL-1982
34,9,1,1800, TS,19.0,42.4,60,990,26.109999,-10.61999512,2.919998169,92.69999695,294.7999878,              BERYL-1982
35,9,2,0, TS,19.2,43.2,55,994,26.619999,-4.779998779,16.19000244,96.22000122,297.2000122,              BERYL-1982
36,9,2,600, TS,19.4,44.1,45,1000,26.15,-6.029998779,4.86000061,98.0,296.92999269999996,              BERYL-1982
37,9,2,1200, TS,19.7,45.1,35,1005,27.279999,-6.029998779,4.86000061,98.0,296.92999269999996,              BERYL-1982
38,9,2,1800, TD,19.9,46.2,30,1008,26.849998,-6.029998779,4.86000061,98.0,296.92999269999996,              BERYL-1982
39,9,3,0, TD,20.1,47.4,30,1009,27.039998999999998,-5.100006103999999,4.339996338,98.0,299.2799988,              BERYL-1982
40,9,3,600, TD,20.1,48.6,30,1009,26.859999,-5.100006103999999,4.339996338,98.0,299.2799988,              BERYL-1982
41,9,3,1200, TD,20.0,49.8,30,1006,26.84,-4.490005493,-3.8200073239999996,97.72999573,299.14999389999997,              BERYL-1982
42,9,3,1800, TD,20.0,51.0,30,1006,27.08,-4.490005493,-3.8200073239999996,97.72999573,299.14999389999997,              BERYL-1982
43,9,4,0, TD,19.9,51.9,30,1008,27.38,-1.900009155,3.009994507,98.0,298.0999756,              BERYL-1982
44,9,4,600, TD,19.9,52.9,30,1009,27.4,-1.900009155,3.009994507,98.0,298.0999756,              BERYL-1982
45,9,4,1200, TD,19.8,53.8,30,1009,27.539998999999998,-3.63999939,-3.6000061039999998,97.50999451,297.3300171,              BERYL-1982
46,9,4,1800, TD,19.7,54.9,30,1009,27.9,-3.63999939,-3.6000061039999998,97.50999451,297.3300171,              BERYL-1982
47,9,5,0, TD,19.6,55.9,30,1009,27.199999,-6.970001221,4.5,90.33999634,301.14001460000003,              BERYL-1982
48,9,5,600, TD,19.4,57.0,25,1009,27.15,-7.520004272,0.690002441,91.74000549,301.4500122,              BERYL-1982
49,9,5,1200, TD,19.4,58.3,25,1010,27.68,-7.520004272,0.690002441,91.74000549,301.4500122,              BERYL-1982
50,9,5,1800, TD,19.5,59.7,30,1010,27.66,-7.369995117,-1.790008545,89.44999695,301.73999019999997,              BERYL-1982
51,9,6,0, TD,19.7,61.0,30,1010,28.18,-5.630004883,2.069992065,87.95999146,304.0200195,              BERYL-1982
52,9,6,600, TD,19.8,62.3,30,1010,28.109999,-4.5,0.9299926759999999,88.02000427,304.7299805,              BERYL-1982
53,9,6,1200, TD,20.0,63.6,25,1010,28.289998999999998,-4.5,0.9299926759999999,88.02000427,304.7299805,              BERYL-1982
54,9,9,0, SD,26.2,91.0,25,1010,29.369999,-0.779998779,2.020004272,83.77999878,302.9100037,              CHRIS-1982
55,9,9,600, SD,26.3,91.7,25,1010,29.25,-8.839996337999999,-4.320007324,81.05000305,302.30999760000003,              CHRIS-1982
56,9,9,1200, SD,26.4,92.3,25,1009,29.369999,-8.839996337999999,-4.320007324,81.05000305,302.30999760000003,              CHRIS-1982
57,9,9,1800, SD,26.6,93.0,30,1009,29.289998999999998,-8.839996337999999,-4.320007324,81.05000305,302.30999760000003,              CHRIS-1982
58,9,10,0, TD,26.8,93.1,30,1008,29.47,-3.419998169,1.75,84.27000427,301.9199829,              CHRIS-1982
59,9,10,600, TD,26.9,94.0,30,1007,28.22,-4.050003052,-2.9499969480000003,77.67999268,302.2799988,              CHRIS-1982
60,9,10,1200, TS,27.3,94.2,35,1005,27.97,-4.050003052,-2.9499969480000003,77.67999268,302.2799988,              CHRIS-1982
61,9,10,1800, TS,27.9,94.1,45,1001,27.81,-4.050003052,-2.9499969480000003,77.67999268,302.2799988,              CHRIS-1982
62,9,11,0, TS,28.4,94.1,50,1000,28.289998999999998,-0.180007935,3.6199951169999998,79.05000305,306.7200012,              CHRIS-1982
63,9,11,600, TS,29.0,94.0,50,997,28.109999,-5.2299957280000005,3.6900024410000003,84.27000427,305.69000239999997,              CHRIS-1982
64,9,11,1200, TS,29.8,93.8,55,994,0.0,-5.2299957280000005,3.6900024410000003,84.27000427,305.69000239999997,              CHRIS-1982
65,9,11,1800, TS,30.8,93.4,40,999,0.0,-3.479995728,8.580001831,92.13000488,304.3499756,              CHRIS-1982
66,9,12,0, TD,31.8,93.2,30,1004,0.0,1.5599975590000001,9.509994507,95.30000305,299.89001460000003,              CHRIS-1982
67,9,12,600, TD,32.8,92.8,30,1006,0.0,1.5599975590000001,9.509994507,95.30000305,299.89001460000003,              CHRIS-1982
68,9,12,1200, TD,33.8,92.4,30,1008,0.0,-0.540008545,9.789993286,97.95999146,297.36999510000004,              CHRIS-1982
69,9,12,1800, TD,34.8,91.8,25,1010,0.0,-0.540008545,9.789993286,97.95999146,297.36999510000004,              CHRIS-1982
70,9,13,1200, TD,19.8,69.5,30,1010,28.289998999999998,-6.380004883,5.190002441,81.63999939,298.42999269999996,              DEBBY-1982
71,9,13,1800, TD,20.8,70.2,30,1009,29.099998,-6.380004883,5.190002441,81.63999939,298.42999269999996,              DEBBY-1982
72,9,14,0, TD,21.5,71.0,30,1009,28.859999,-2.38999939,7.020004272,84.28999329,302.28997799999996,              DEBBY-1982
73,9,14,600, TD,22.4,71.8,30,1008,28.789998999999998,-2.770004272,0.699996948,77.61999512,304.82000730000004,              DEBBY-1982
74,9,14,1200, TS,23.5,71.9,35,1006,29.26,-2.770004272,0.699996948,77.61999512,304.82000730000004,              DEBBY-1982
75,9,14,1800, TS,24.6,71.8,55,1000,29.5,-4.4799957280000005,0.44999694799999995,77.53999329,301.4100037,              DEBBY-1982
76,9,15,0, HU,25.6,71.0,65,993,28.529999,6.899993896000001,7.649993896000001,83.52000427,305.89999389999997,              DEBBY-1982
77,9,15,600, HU,26.7,70.3,65,990,28.83,1.339996338,8.13999939,90.83000183,307.44000239999997,              DEBBY-1982
78,9,15,1200, HU,27.8,69.6,75,980,28.74,1.339996338,8.13999939,90.83000183,307.44000239999997,              DEBBY-1982
79,9,15,1800, HU,29.0,68.5,90,969,27.73,-1.5,11.30000305,95.1499939,306.64001460000003,              DEBBY-1982
80,9,16,0, HU,30.5,67.5,95,966,27.269999,8.709991455,7.369995117,86.86000061,301.3499756,              DEBBY-1982
81,9,16,600, HU,32.1,66.7,95,966,26.57,2.709991455,5.089996338,87.75999451,298.5499878,              DEBBY-1982
82,9,16,1200, HU,33.6,65.8,95,966,25.84,1.4400024409999999,13.61000061,80.25999451,301.63000489999996,              DEBBY-1982
83,9,16,1800, HU,35.1,65.6,95,966,26.56,-1.540008545,11.33999634,80.61000061,300.63000489999996,              DEBBY-1982
84,9,17,0, HU,36.4,65.6,95,966,27.59,-4.309997559,3.1900024410000003,76.92999268,301.63000489999996,              DEBBY-1982
85,9,17,600, HU,36.8,65.6,95,966,27.519999,-4.309997559,3.1900024410000003,76.92999268,301.63000489999996,              DEBBY-1982
86,9,17,1200, HU,37.1,65.0,95,966,25.41,-4.309997559,3.1900024410000003,76.92999268,301.63000489999996,              DEBBY-1982
87,9,17,1800, HU,37.6,63.5,100,960,25.64,-2.410003662,13.63000488,78.11999512,303.3399963,              DEBBY-1982
88,9,18,0, HU,38.8,62.3,115,950,26.619999,0.619995117,-3.6499938960000002,74.88999939,296.60998539999997,              DEBBY-1982
89,9,18,600, HU,40.1,60.7,110,952,23.359999,2.789993286,6.419998168999999,77.49000549,297.0,              DEBBY-1982
90,9,18,1200, HU,41.6,58.5,110,954,22.46,-1.300003052,12.83999634,81.95999146,296.05999760000003,              DEBBY-1982
91,9,18,1800, HU,43.5,56.1,100,960,17.98,3.3000030519999997,18.72000122,85.66000366,296.80999760000003,              DEBBY-1982
92,8,15,1200, TD,27.3,90.5,30,1009,29.449999,0.199996948,-0.990005493,75.69999695,305.28997799999996,             ALICIA-1983
93,8,15,1800, TS,27.2,91.0,40,1006,29.189999,0.199996948,-0.990005493,75.69999695,305.28997799999996,             ALICIA-1983
94,8,16,0, TS,27.1,91.5,45,1005,28.4,-1.9900054930000002,1.429992676,80.52000427,308.05999760000003,             ALICIA-1983
95,8,16,600, TS,27.0,92.0,50,1004,28.869999,-1.9900054930000002,1.429992676,80.52000427,308.05999760000003,             ALICIA-1983
96,8,16,1200, TS,27.1,92.4,55,1002,29.349998,-1.9900054930000002,1.429992676,80.52000427,308.05999760000003,             ALICIA-1983
97,8,16,1800, TS,27.3,92.8,60,998,29.57,-1.9900054930000002,1.429992676,80.52000427,308.05999760000003,             ALICIA-1983
98,8,17,0, HU,27.4,93.3,65,991,29.619999,-3.1900024410000003,4.2899932860000005,85.44999695,305.5299988,             ALICIA-1983
99,8,17,600, HU,27.7,93.7,70,987,29.39,-3.1900024410000003,4.2899932860000005,85.44999695,305.5299988,             ALICIA-1983
100,8,17,1200, HU,27.9,94.2,75,983,29.47,-3.5500030519999997,1.050003052,86.66999817,305.32000730000004,             ALICIA-1983
101,8,17,1800, HU,28.1,94.5,90,974,29.679997999999998,-3.5500030519999997,1.050003052,86.66999817,305.32000730000004,             ALICIA-1983
102,8,18,0, HU,28.4,94.8,95,969,28.06,-0.600006104,3.8000030519999997,77.36999512,308.60998539999997,             ALICIA-1983
103,8,18,600, HU,28.9,95.0,100,963,28.23,-6.279998779,4.7899932860000005,83.69000244,307.9799805,             ALICIA-1983
104,8,18,700, HU,29.1,95.1,100,962,28.23,-6.279998779,4.7899932860000005,83.69000244,307.9799805,             ALICIA-1983
105,8,18,1200, HU,29.7,95.5,80,965,0.0,-6.279998779,4.7899932860000005,83.69000244,307.9799805,             ALICIA-1983
106,8,18,1800, TS,30.5,96.0,40,990,0.0,-6.279998779,4.7899932860000005,83.69000244,307.9799805,             ALICIA-1983
107,8,19,0, TS,31.5,96.7,35,998,0.0,-2.8500061039999998,7.709991455,84.16000366,296.9700012,             ALICIA-1983
108,8,19,600, TD,32.4,97.4,30,1003,0.0,-2.8500061039999998,7.709991455,84.16000366,296.9700012,             ALICIA-1983
109,8,19,1200, TD,33.3,98.0,25,1006,0.0,-2.8500061039999998,7.709991455,84.16000366,296.9700012,             ALICIA-1983
110,8,19,1800, TD,34.4,98.5,25,1009,0.0,-6.550003052,9.339996337999999,84.30000305,296.7000122,             ALICIA-1983
111,8,20,0, TD,35.4,99.0,20,1010,0.0,-2.0,8.520004272000001,69.75999451,295.1600037,             ALICIA-1983
112,8,20,600, EX,36.5,99.4,20,1011,0.0,-1.7100067140000001,9.660003662000001,63.25,296.4599915,             ALICIA-1983
113,8,20,1200, EX,37.6,99.2,20,1011,0.0,-1.7100067140000001,9.660003662000001,63.25,296.4599915,             ALICIA-1983
114,8,20,1800, EX,38.9,99.0,20,1011,0.0,-0.47999572799999995,8.059997559,53.19999695,298.69000239999997,             ALICIA-1983
115,8,21,0, EX,40.0,98.0,20,1010,0.0,5.490005493,7.809997559,70.27999878,297.5,             ALICIA-1983
116,8,21,600, EX,41.2,97.0,20,1010,0.0,5.490005493,7.809997559,70.27999878,297.5,             ALICIA-1983
117,8,23,1800, TD,26.0,76.0,25,1012,28.05,-1.25,4.059997559,79.53999329,305.26000980000003,              BARRY-1983
118,8,24,0, TD,26.8,76.2,30,1011,28.15,-1.290008545,7.279998779,79.8500061,303.4799805,              BARRY-1983
119,8,24,600, TS,27.4,76.3,40,1010,28.38,-1.61000061,4.160003662,81.88999939,304.82000730000004,              BARRY-1983
120,8,24,1200, TS,28.1,76.8,50,1011,28.58,-1.61000061,4.160003662,81.88999939,304.82000730000004,              BARRY-1983
121,8,24,1800, TS,28.1,77.6,50,1011,28.21,-1.61000061,4.160003662,81.88999939,304.82000730000004,              BARRY-1983
122,8,25,0, TS,28.1,78.9,45,1011,27.43,-3.410003662,0.459991455,87.11000061,302.3499756,              BARRY-1983
123,8,25,600, TS,28.0,79.8,40,1012,27.21,-3.410003662,0.459991455,87.11000061,302.3499756,              BARRY-1983
124,8,25,1100, TD,27.9,80.6,30,1013,0.0,-3.410003662,0.459991455,87.11000061,302.3499756,              BARRY-1983
125,8,25,1200, TD,27.9,80.8,30,1013,0.0,-3.410003662,0.459991455,87.11000061,302.3499756,              BARRY-1983
126,8,25,1800, TD,27.5,82.0,25,1014,0.0,-4.470001221,-3.6900024410000003,91.05999756,303.88000489999996,              BARRY-1983
127,8,26,0, TD,27.0,83.8,20,1013,29.349998,-6.419998168999999,1.459991455,92.47000122,303.4500122,              BARRY-1983
128,8,26,600, TD,26.3,85.0,25,1013,29.21,-6.419998168999999,1.459991455,92.47000122,303.4500122,              BARRY-1983
129,8,26,1200, TD,25.7,86.3,30,1012,28.93,-3.61000061,-2.979995728,85.6499939,304.6699829,              BARRY-1983
130,8,26,1800, TD,25.2,87.6,30,1011,29.699999,-3.61000061,-2.979995728,85.6499939,304.6699829,              BARRY-1983
131,8,27,0, TD,25.1,88.9,30,1010,28.99,-2.580001831,2.349990845,83.30000305,305.5,              BARRY-1983
132,8,27,600, TD,25.2,90.2,30,1009,29.119999,-2.580001831,2.349990845,83.30000305,305.5,              BARRY-1983
133,8,27,1200, TS,25.8,91.6,35,1008,28.98,-1.720001221,-3.2200012210000004,80.58000183,305.0299988,              BARRY-1983
134,8,27,1800, TS,25.8,93.0,45,1002,29.8,-1.720001221,-3.2200012210000004,80.58000183,305.0299988,              BARRY-1983
135,8,28,0, TS,25.7,94.5,60,999,28.81,-2.75,-0.199996948,79.97999573,303.78997799999996,              BARRY-1983
136,8,28,600, TS,25.5,95.5,60,998,29.859999,-2.75,-0.199996948,79.97999573,303.78997799999996,              BARRY-1983
137,8,28,1200, HU,25.5,96.4,65,993,29.88,-2.080001831,-3.1900024410000003,73.97999573,302.2200012,              BARRY-1983
138,8,28,1725, HU,25.4,97.4,70,986,29.88,-2.080001831,-3.1900024410000003,73.97999573,302.2200012,              BARRY-1983
139,8,28,1800, HU,25.4,97.5,70,986,29.88,-2.080001831,-3.1900024410000003,73.97999573,302.2200012,              BARRY-1983
140,8,29,0, TS,25.5,98.5,40,995,29.88,-4.88999939,6.929992676,86.78999329,300.2200012,              BARRY-1983
141,8,29,600, TD,25.5,99.5,30,1005,29.88,-5.190002441,3.509994507,82.58999634,297.0200195,              BARRY-1983
142,8,29,1200, TD,25.5,100.5,25,1010,29.88,-5.190002441,3.509994507,82.58999634,297.0200195,              BARRY-1983
143,9,10,1200, TD,30.2,64.4,25,1010,27.539998999999998,-1.630004883,1.6900024409999999,80.80999756,302.55999760000003,            CHANTAL-1983
144,9,10,1800, TD,30.9,64.0,30,1008,26.8,-1.630004883,1.6900024409999999,80.80999756,302.55999760000003,            CHANTAL-1983
145,9,11,0, TS,31.6,63.3,35,1005,26.81,0.099990845,-0.009994507,74.27000427,300.4599915,            CHANTAL-1983
146,9,11,600, TS,32.0,62.4,45,1000,26.71,0.099990845,-0.009994507,74.27000427,300.4599915,            CHANTAL-1983
147,9,11,1200, TS,32.4,61.2,55,996,26.47,2.009994507,6.649993896000001,74.80999756,300.03997799999996,            CHANTAL-1983
148,9,11,1800, HU,32.8,60.0,65,994,26.17,2.009994507,6.649993896000001,74.80999756,300.03997799999996,            CHANTAL-1983
149,9,12,0, HU,33.1,58.9,65,994,26.41,7.229995728,-7.089996338,84.16000366,299.78997799999996,            CHANTAL-1983
150,9,12,600, HU,33.6,57.6,65,994,26.039998999999998,8.279998779,1.770004272,89.92999268,298.9700012,            CHANTAL-1983
151,9,12,1200, HU,34.0,56.3,65,994,26.529999,1.6900024409999999,2.910003662,92.61999512,299.55999760000003,            CHANTAL-1983
152,9,12,1800, HU,34.4,55.5,65,994,26.63,3.169998169,11.25999451,93.28999329,299.9799805,            CHANTAL-1983
153,9,13,0, TS,34.8,54.9,55,1000,25.55,4.2700042719999995,-1.089996338,92.75999451,297.89999389999997,            CHANTAL-1983
154,9,13,600, TS,35.3,54.5,55,1000,25.359999,4.2700042719999995,-1.089996338,92.75999451,297.89999389999997,            CHANTAL-1983
155,9,13,1200, TS,35.9,54.2,45,1005,25.269999,4.2700042719999995,-1.089996338,92.75999451,297.89999389999997,            CHANTAL-1983
156,9,13,1800, TS,36.3,53.9,40,1005,25.33,-0.25,-0.5,92.95999146,297.9799805,            CHANTAL-1983
157,9,14,0, TS,36.8,53.8,40,1005,25.55,3.9499969480000003,3.1999969480000003,92.3500061,298.63000489999996,            CHANTAL-1983
158,9,14,600, TS,37.4,53.8,40,1006,25.46,3.9499969480000003,3.1999969480000003,92.3500061,298.63000489999996,            CHANTAL-1983
159,9,14,1200, TS,38.7,53.8,35,1008,25.619999,3.9499969480000003,3.1999969480000003,92.3500061,298.63000489999996,            CHANTAL-1983
160,9,14,1800, TS,39.5,52.5,35,1008,25.84,5.0399932860000005,4.2700042719999995,97.69999695,298.9500122,            CHANTAL-1983
161,9,15,0, TD,40.4,50.7,30,1009,24.55,12.06999207,9.429992676,95.97999573,299.0499878,            CHANTAL-1983
162,9,15,600, TD,41.7,48.8,30,1009,19.68,10.52999878,7.589996338,93.77999878,298.4700012,            CHANTAL-1983
163,9,26,1800, SS,28.0,73.0,35,1010,27.359999,-3.3099975589999997,3.7200012210000004,77.56999207,298.0499878,               DEAN-1983
164,9,27,0, SS,28.5,72.9,35,1009,27.699999,3.729995728,-0.11000061,82.44999695,301.01000980000003,               DEAN-1983
165,9,27,600, SS,29.0,72.8,40,1006,27.25,-2.1999969480000003,-1.1900024409999999,83.77999878,300.73999019999997,               DEAN-1983
166,9,27,1200, SS,29.5,72.6,40,1003,26.83,-2.1999969480000003,-1.1900024409999999,83.77999878,300.73999019999997,               DEAN-1983
167,9,27,1800, TS,30.3,72.1,40,1000,26.15,-2.1999969480000003,-1.1900024409999999,83.77999878,300.73999019999997,               DEAN-1983
168,9,28,0, TS,31.2,71.7,45,999,25.68,1.130004883,-0.16999816899999998,85.86000061,300.8300171,               DEAN-1983
169,9,28,600, TS,32.2,71.1,45,999,25.31,1.529998779,4.929992676,89.86000061,302.73999019999997,               DEAN-1983
170,9,28,1200, TS,33.1,70.7,50,1000,24.939999,1.529998779,4.929992676,89.86000061,302.73999019999997,               DEAN-1983
171,9,28,1800, TS,34.0,70.7,50,1001,24.84,-4.9799957280000005,-2.529998779,88.16999817,299.0200195,               DEAN-1983
172,9,29,0, TS,34.5,70.8,55,1003,24.949999,-3.509994507,1.470001221,84.31999207,301.26000980000003,               DEAN-1983
173,9,29,600, TS,34.8,71.0,55,1005,24.89,-3.509994507,1.470001221,84.31999207,301.26000980000003,               DEAN-1983
174,9,29,1200, TS,35.1,71.5,55,1006,24.789998999999998,-7.619995117,-4.509994507,90.17999268,297.61999510000004,               DEAN-1983
175,9,29,1800, TS,35.8,73.0,55,1007,25.789998999999998,-7.619995117,-4.509994507,90.17999268,297.61999510000004,               DEAN-1983
176,9,30,0, TS,36.4,74.0,55,1008,21.4,-10.88999939,1.9100036619999998,91.63000488,291.7099915,               DEAN-1983
177,9,30,600, TS,37.0,74.9,55,1009,20.439999,-10.88999939,1.9100036619999998,91.63000488,291.7099915,               DEAN-1983
178,9,30,1200, TS,37.5,75.8,40,1010,21.67,-10.88999939,1.9100036619999998,91.63000488,291.7099915,               DEAN-1983
179,9,30,1800, TD,37.9,76.9,30,1015,21.67,-12.11999512,-3.229995728,82.42999268,290.17999269999996,               DEAN-1983
180,8,29,1800, TS,11.8,55.8,45,1004,26.38,-11.21000671,-2.520004272,97.33999634,296.7299805,             ARTHUR-1984
181,8,30,0, TS,12.4,56.3,45,1004,26.779999,-4.2700042719999995,0.9199981690000001,96.75999451,296.30999760000003,             ARTHUR-1984
182,8,30,600, TS,13.0,57.0,40,1005,27.47,-4.2700042719999995,0.9199981690000001,96.75999451,296.30999760000003,             ARTHUR-1984
183,8,30,1200, TS,13.4,57.4,35,1006,27.519999,-4.2700042719999995,0.9199981690000001,96.75999451,296.30999760000003,             ARTHUR-1984
184,8,30,1800, TS,14.0,57.8,35,1007,26.519999,-8.699996947999999,-1.290008545,94.36999512,296.5999756,             ARTHUR-1984
185,8,31,0, TS,14.4,58.0,35,1009,27.93,-2.25,5.809997559,90.95999146,297.61999510000004,             ARTHUR-1984
186,8,31,600, TS,14.8,58.1,35,1009,27.83,-2.25,5.809997559,90.95999146,297.61999510000004,             ARTHUR-1984
187,8,31,1200, TS,15.3,58.2,35,1010,27.81,-2.25,5.809997559,90.95999146,297.61999510000004,             ARTHUR-1984
188,8,31,1800, TD,16.0,58.4,30,1011,27.55,-2.25,5.809997559,90.95999146,297.61999510000004,             ARTHUR-1984
189,9,1,0, TD,16.7,58.6,30,1011,27.5,-7.729995728,2.3800048830000002,96.30999756,301.2700195,             ARTHUR-1984
190,9,1,600, TD,16.9,59.1,30,1012,27.949999,-8.839996337999999,2.8999938960000002,95.86000061,300.85998539999997,             ARTHUR-1984
191,9,1,1200, TD,17.0,59.8,30,1011,28.21,-8.839996337999999,2.8999938960000002,95.86000061,300.85998539999997,             ARTHUR-1984
192,9,1,1800, TD,17.2,60.2,25,1010,28.18,-8.839996337999999,2.8999938960000002,95.86000061,300.85998539999997,             ARTHUR-1984
193,9,2,0, TD,17.6,60.6,25,1010,28.89,-2.220001221,0.319992065,89.81999207,302.35998539999997,             ARTHUR-1984
194,9,2,600, TD,17.9,61.0,25,1010,28.56,-2.220001221,0.319992065,89.81999207,302.35998539999997,             ARTHUR-1984
195,9,2,1200, TD,18.2,61.2,25,1010,28.26,-2.220001221,0.319992065,89.81999207,302.35998539999997,             ARTHUR-1984
196,9,2,1800, TD,18.7,61.4,30,1009,27.89,-5.119995117,1.2899932859999999,92.86999512,302.53997799999996,             ARTHUR-1984
197,9,3,0, TD,18.9,61.8,30,1008,27.609999,-5.630004883,-1.199996948,82.91999817,300.23999019999997,             ARTHUR-1984
198,9,3,600, TD,19.2,62.0,30,1008,27.71,-5.630004883,-1.199996948,82.91999817,300.23999019999997,             ARTHUR-1984
199,9,3,1200, TD,19.5,62.2,30,1010,27.88,-5.630004883,-1.199996948,82.91999817,300.23999019999997,             ARTHUR-1984
200,9,3,1800, TD,19.8,62.6,30,1011,28.05,-5.630004883,-1.199996948,82.91999817,300.23999019999997,             ARTHUR-1984
201,9,4,0, TD,20.2,62.9,25,1012,27.74,-2.229995728,2.089996338,89.99000549,301.30999760000003,             ARTHUR-1984
202,9,4,600, TD,21.0,63.3,25,1012,27.72,-2.229995728,2.089996338,89.99000549,301.30999760000003,             ARTHUR-1984
203,9,4,1200, TD,21.8,64.0,25,1013,28.539998999999998,-5.649993896000001,-1.220001221,77.95999146,303.05999760000003,             ARTHUR-1984
204,9,4,1800, TD,22.3,65.0,25,1013,28.65,-5.649993896000001,-1.220001221,77.95999146,303.05999760000003,             ARTHUR-1984
205,9,5,0, TD,22.8,66.0,25,1014,28.33,-4.559997559,5.529998779,82.74000549,300.26000980000003,             ARTHUR-1984
206,9,5,600, TD,23.1,66.9,25,1014,29.06,-3.680007935,5.069992065,76.92999268,301.2299805,             ARTHUR-1984
207,9,5,1200, TD,24.0,67.9,25,1014,28.56,-4.419998168999999,5.179992676,78.61999512,302.6699829,             ARTHUR-1984
208,9,5,1800, TD,25.0,68.5,25,1014,28.42,-4.419998168999999,5.179992676,78.61999512,302.6699829,             ARTHUR-1984
209,8,30,1200, TD,13.1,41.0,25,1009,26.67,-6.399993896000001,3.0599975589999997,96.72000122,295.75,             BERTHA-1984
