,month,day,Date,Class,Lat,Lon,Max wind,Min pres,SST,UWND,VWND,rhum,airtemp,unique-key,distance,direction
0,6,2,1200, TD,21.7,87.1,20,1005,27.51,-4.149993896000002,1.580001831,78.38000488,300.0800171,            ALBERTO-1982,0.0,0.0
1,6,2,1800, TD,22.2,86.5,25,1004,28.15,-4.149993896000002,1.580001831,78.38000488,300.0800171,            ALBERTO-1982,51.69074084040146,146.19054825356073
2,6,3,0, TD,22.6,85.8,30,1003,27.47,-1.160003662,7.429992676,82.72999573,300.3999939,            ALBERTO-1982,52.56740436362781,110.73033570265525
3,6,3,600, TS,22.8,85.0,40,1001,27.0,-1.160003662,7.429992676,82.72999573,300.3999939,            ALBERTO-1982,52.83215812538992,38.2796153749326
4,6,3,1200, TS,23.2,84.2,50,995,26.99,-1.160003662,7.429992676,82.72999573,300.3999939,            ALBERTO-1982,57.9020163946638,15.703606072958687
5,6,3,1800, HU,24.0,83.6,75,985,26.99,-1.150009155,8.75,84.33000183,299.4599915,            ALBERTO-1982,67.07015104400126,265.11147143443793
6,6,4,0, HU,24.8,83.4,65,992,27.49,-0.380004883,6.339996338,84.47000122,299.2799988,            ALBERTO-1982,56.689159356798996,192.20503316335498
7,6,4,600, TS,24.9,84.1,55,998,27.699999,-1.729995728,1.770004272,78.19999695,299.539978,            ALBERTO-1982,44.42779234495168,117.00480081518285
8,6,4,1200, TS,24.9,84.8,45,1002,26.57,-1.729995728,1.770004272,78.19999695,299.539978,            ALBERTO-1982,43.86949386762601,71.1941527003194
9,6,4,1800, TS,25.0,84.2,40,1005,27.55,-1.729995728,1.770004272,78.19999695,299.539978,            ALBERTO-1982,38.21694805253711,236.5428144537867
10,6,5,0, TD,25.1,84.1,30,1007,27.14,0.490005493,0.619995117,78.99000549,300.6900024,            ALBERTO-1982,9.323067126082579,188.95179454028803
11,6,5,600, TD,25.2,84.0,25,1008,27.099998,0.490005493,0.619995117,78.99000549,300.6900024,            ALBERTO-1982,9.319633416692403,187.33713704508085
12,6,5,1200, TD,25.3,83.9,25,1009,27.099998,0.490005493,0.619995117,78.99000549,300.6900024,            ALBERTO-1982,9.316188470871337,186.3625782401624
13,6,5,1800, TD,25.4,83.6,25,1010,25.869999,1.919998169,4.970001221,81.11000061,300.4100037,            ALBERTO-1982,19.965736755020455,196.59753879371794
14,6,6,0, TD,25.5,83.3,25,1010,25.439999,2.809997559,1.380004883,77.72000122,301.1799927,            ALBERTO-1982,19.951178560181706,196.90074975697505
15,6,6,600, TD,25.5,83.0,25,1010,25.31,2.809997559,1.380004883,77.72000122,301.1799927,            ALBERTO-1982,18.7088077526517,199.61756804248407
16,6,6,1200, TD,25.5,82.6,20,1010,25.81,2.809997559,1.380004883,77.72000122,301.1799927,            ALBERTO-1982,24.945072895844884,217.99553478330515
17,8,28,1200, TD,13.7,22.2,30,1008,26.0,-2.570007324,4.13999939,98.0,297.0,              BERYL-1982,0.0,0.0
18,8,28,1800, TS,13.9,22.7,35,1006,26.849998,-16.05000305,0.13000488300000002,95.55999756,297.3599854,              BERYL-1982,36.28392079426357,169.4300124495326
19,8,29,0, TS,14.1,23.6,35,1005,27.039999,-5.740005493,7.959991455,98.0,299.0800171,              BERYL-1982,61.89906623678863,25.472118129730163
20,8,29,600, TS,14.5,24.9,40,1003,26.22,-8.059997559,4.5,98.0,298.0499878,              BERYL-1982,91.32058912942239,338.9325645005184
21,8,29,1200, TS,14.9,26.3,45,1002,25.47,-10.55999756,-2.160003662,94.45999146,298.6199951000001,              BERYL-1982,97.56066197199931,299.9202784145791
22,8,29,1800, TS,15.3,27.7,45,1000,25.75,-10.55999756,-2.160003662,94.45999146,298.6199951000001,              BERYL-1982,97.39413472892046,254.64928309034096
23,8,30,0, TS,15.7,29.1,50,999,25.66,-7.8300018310000015,0.559997559,94.31999207,300.9599915,              BERYL-1982,97.22326824751086,262.46636258955294
24,8,30,600, TS,16.0,30.6,50,998,25.75,-7.8300018310000015,0.559997559,94.31999207,300.9599915,              BERYL-1982,101.83132137312234,255.52456301907694
25,8,30,1200, TS,16.3,32.1,50,996,26.189999,-13.1000061,-3.2200012210000004,88.41000366,300.9899902,              BERYL-1982,101.68487240547333,244.46656542696707
26,8,30,1800, TS,16.7,33.6,55,995,25.42,-13.1000061,-3.2200012210000004,88.41000366,300.9899902,              BERYL-1982,103.14340990787682,313.2608350157471
27,8,31,0, TS,17.0,35.0,55,993,26.029999,-8.880004883,1.669998169,94.88000488,299.8999939,              BERYL-1982,94.86962852890252,342.2829217830852
28,8,31,600, TS,17.2,36.4,60,992,26.349998,-10.88000488,-6.540008545,93.1499939,299.6699829,              BERYL-1982,93.48135502590554,195.45640065750683
29,8,31,1200, TS,17.7,37.8,60,991,25.949999,-10.88000488,-6.540008545,93.1499939,299.6699829,              BERYL-1982,98.53328019358554,156.23115523897656
30,8,31,1800, TS,18.0,39.0,60,990,26.33,-12.22999573,-10.22000122,87.58999634,299.7600098000001,              BERYL-1982,81.597305348261,124.99482705374622
31,9,1,0, TS,18.3,40.0,60,989,26.109999,-5.020004272,9.630004883,96.45999146,295.8900146000001,              BERYL-1982,68.84975521634748,89.59763194848011
32,9,1,600, TS,18.6,40.9,60,998,26.17,-5.020004272,9.630004883,96.45999146,295.8900146000001,              BERYL-1982,62.52357475043867,69.60376334426914
33,9,1,1200, TS,18.8,41.7,60,998,26.18,-10.61999512,2.919998169,92.69999695,294.7999878,              BERYL-1982,54.149627500046236,52.019906820280134
34,9,1,1800, TS,19.0,42.4,60,990,26.109999,-10.61999512,2.919998169,92.69999695,294.7999878,              BERYL-1982,47.79880737424809,40.173352911838315
35,9,2,0, TS,19.2,43.2,55,994,26.619999,-4.779998779,16.19000244,96.22000122,297.2000122,              BERYL-1982,54.02877720619489,43.710828941226175
36,9,2,600, TS,19.4,44.1,45,1000,26.15,-6.029998779,4.86000061,98.0,296.9299927,              BERYL-1982,60.29418232347977,55.5940985165227
37,9,2,1200, TS,19.7,45.1,35,1005,27.279999,-6.029998779,4.86000061,98.0,296.9299927,              BERYL-1982,68.32979203394031,89.11720316742891
38,9,2,1800, TD,19.9,46.2,30,1008,26.849998,-6.029998779,4.86000061,98.0,296.9299927,              BERYL-1982,72.83230715005658,147.77349404231967
39,9,3,0, TD,20.1,47.4,30,1009,27.039999,-5.100006103999999,4.339996338,98.0,299.2799988,              BERYL-1982,79.12764836001834,161.59560379017543
40,9,3,600, TD,20.1,48.6,30,1009,26.859999,-5.100006103999999,4.339996338,98.0,299.2799988,              BERYL-1982,77.86211418508938,85.35219080114683
41,9,3,1200, TD,20.0,49.8,30,1006,26.84,-4.490005493,-3.820007324,97.72999573,299.1499939,              BERYL-1982,78.19279971201401,23.32297317975214
